iter	Logloss
0	0.6006115379
1	0.512175821
2	0.4422661938
3	0.3877652295
4	0.343724029
5	0.3088595336
6	0.2786106588
7	0.2518320963
8	0.2292074603
9	0.2089077328
10	0.1934458132
11	0.1805834764
12	0.1699588659
13	0.1597215268
14	0.1512329258
15	0.1432950553
16	0.1371531609
17	0.1319245607
18	0.1274886875
19	0.123812917
20	0.119163029
21	0.1152698583
22	0.1102228735
23	0.1073230256
24	0.1046924531
25	0.1022239748
26	0.09953604278
27	0.09777131685
28	0.09604561932
29	0.09469049999
30	0.09266312958
31	0.09118613962
32	0.08987786072
33	0.08809821925
34	0.08700677318
35	0.08593925385
36	0.08478521355
37	0.0840303581
38	0.0826101278
39	0.08078643076
40	0.08018222689
41	0.07913403644
42	0.07840374731
43	0.07706537806
44	0.07633294358
45	0.07491529743
46	0.07283044619
47	0.07219437561
48	0.07122813809
49	0.07067528171
50	0.06997628866
51	0.06856138517
52	0.06820890245
53	0.06746221467
54	0.06690514177
55	0.0660828129
56	0.06578325358
57	0.06525559832
58	0.06485089492
59	0.0643291589
60	0.06397570792
61	0.0634626748
62	0.06305976289
63	0.06262801397
64	0.06199790041
65	0.06167169434
66	0.06112051661
67	0.06062964659
68	0.06042846547
69	0.05988716895
70	0.0593287807
71	0.0589363904
72	0.05856899071
73	0.05824165389
74	0.05796150176
75	0.05754426006
76	0.05616590926
77	0.05570808417
78	0.05553382318
79	0.05512966427
80	0.05477696271
81	0.05430716533
82	0.05403033368
83	0.05354642203
84	0.0533011495
85	0.05310196719
86	0.052497418
87	0.05189799225
88	0.05137147949
89	0.0511142178
90	0.05087780077
91	0.05068454277
92	0.05054076329
93	0.05030976283
94	0.04999686278
95	0.04914292353
96	0.04851784682
97	0.04824278239
98	0.04788311687
99	0.04761146036
100	0.04733582611
101	0.04707158892
102	0.04653838048
103	0.04616726958
104	0.04599659606
105	0.04576628924
106	0.04556482217
107	0.0453072973
108	0.04515601314
109	0.04474404939
110	0.04457004916
111	0.04430186902
112	0.04393371265
113	0.04382741669
114	0.04375394492
115	0.04367947518
116	0.04349470319
117	0.04320864071
118	0.04285666041
119	0.04266362851
120	0.04223055596
121	0.04191937837
122	0.04170426785
123	0.0416009588
124	0.04147289047
125	0.04128049905
126	0.04073017459
127	0.04066884784
128	0.04058901049
129	0.040325001
130	0.04012591313
131	0.03982004265
132	0.03973101816
133	0.03952556742
134	0.03935210515
135	0.03917024168
136	0.03915686659
137	0.03911618468
138	0.03900705058
139	0.03863718644
140	0.03853671963
141	0.03838927349
142	0.03833356714
143	0.03826382235
144	0.03816130567
145	0.03795660017
146	0.03773425784
147	0.03759821998
148	0.03726093363
149	0.03711799595
150	0.03702211195
151	0.03686679537
152	0.03644187899
153	0.03634718421
154	0.03599925413
155	0.03580361467
156	0.03562021076
157	0.03547935059
158	0.03538446026
159	0.03526125693
160	0.03510384913
161	0.03491170968
162	0.03474194722
163	0.03461266765
164	0.03448138209
165	0.03426131705
166	0.03419318696
167	0.0340316653
168	0.03395271282
169	0.03377851692
170	0.03356422669
171	0.03340553432
172	0.03329456847
173	0.03305819775
174	0.03297637748
175	0.03287106626
176	0.03269221895
177	0.03265509529
178	0.03255835316
179	0.0324365762
180	0.03233980721
181	0.03226944145
182	0.03216950336
183	0.03202228531
184	0.03166582103
185	0.03151166901
186	0.03137824385
187	0.03115439856
188	0.03098370981
189	0.03094179939
190	0.03089551073
191	0.03083529856
192	0.03064300745
193	0.03057146836
194	0.03052338748
195	0.03030942827
196	0.03022537212
197	0.0301733249
198	0.03011806756
199	0.03005286813
200	0.02998864972
201	0.02983456503
202	0.02973682772
203	0.02963450105
204	0.02950427357
205	0.02939685605
206	0.02919065277
207	0.02908516589
208	0.02898556681
209	0.02886592835
210	0.02875669406
211	0.02866428084
212	0.02851428235
213	0.02840909701
214	0.02829239895
215	0.02825135707
216	0.02812353409
217	0.02801118998
218	0.02790296326
219	0.02772880249
220	0.02762243106
221	0.0275502519
222	0.02726853267
223	0.02723610883
224	0.02717120016
225	0.0270746256
226	0.02692444535
227	0.02669663122
228	0.02658752816
229	0.02645817436
230	0.02639294111
231	0.02621514483
232	0.0261276957
233	0.02593631831
234	0.02578142398
235	0.02566479101
236	0.02555604291
237	0.02550327785
238	0.02541601833
239	0.02534037677
240	0.02523140383
241	0.02504755361
242	0.02495651987
243	0.02483037936
244	0.02472085274
245	0.0246502604
246	0.02463610341
247	0.02450626711
248	0.02439647523
249	0.02428927442
250	0.02420820999
251	0.02411637326
252	0.02403056972
253	0.02399152403
254	0.02395258053
255	0.0238271697
256	0.02373621828
257	0.02367458129
258	0.02336652203
259	0.02326320038
260	0.02314148007
261	0.02303886825
262	0.02297789603
263	0.02289660454
264	0.02284121639
265	0.02264252587
266	0.02251120258
267	0.02244835869
268	0.02235449027
269	0.02227404016
270	0.02211435203
271	0.02207096147
272	0.02199327084
273	0.02196127237
274	0.02192327042
275	0.02190021178
276	0.02177187602
277	0.0217177817
278	0.02163222185
279	0.02156802187
280	0.02151274641
281	0.02144166007
282	0.02135937687
283	0.02129868078
284	0.02120461366
285	0.02112492717
286	0.02106782333
287	0.02098930824
288	0.02088007851
289	0.02082102181
290	0.02075902802
291	0.020687235
292	0.02061105223
293	0.02056098472
294	0.020502197
295	0.02046503841
296	0.02044899142
297	0.02039639311
298	0.02033251733
299	0.0202782366
300	0.02023508239
301	0.02020663111
302	0.02014166078
303	0.02006581436
304	0.01995393624
305	0.01990266113
306	0.01985301421
307	0.01977431347
308	0.01973433047
309	0.01972369949
310	0.01968235991
311	0.01962573255
312	0.01955082558
313	0.01949780428
314	0.01944361231
315	0.01941106739
316	0.01930669173
317	0.01923583579
318	0.01916914188
319	0.01909562598
320	0.01898776981
321	0.01896249614
322	0.01895884265
323	0.01885969469
324	0.01878766163
325	0.01869014119
326	0.01864260624
327	0.01862259798
328	0.01855750613
329	0.01851523932
330	0.01851523429
331	0.01850535302
332	0.01846776432
333	0.01837019819
334	0.01832028193
335	0.01826621394
336	0.01819813789
337	0.01815372131
338	0.01812568279
339	0.01809399042
340	0.01806748931
341	0.01804199707
342	0.01802599703
343	0.01801045681
344	0.01798734355
345	0.01793800436
346	0.01788339464
347	0.01780705203
348	0.01779519439
349	0.01775678264
350	0.01771064808
351	0.01765646291
352	0.01763336816
353	0.01758928264
354	0.01755308161
355	0.0175141843
356	0.01748322175
357	0.01741610708
358	0.01738206056
359	0.0173198845
360	0.01729313083
361	0.01723238281
362	0.01713775014
363	0.01701258013
364	0.01695287942
365	0.01692142218
366	0.0168991297
367	0.01684083499
368	0.01667355552
369	0.01657410276
370	0.0165006132
371	0.01642790875
372	0.01640290036
373	0.01632232131
374	0.01631982161
375	0.01629568021
376	0.01619780734
377	0.01616765697
378	0.0161653139
379	0.0161287479
380	0.01609909974
381	0.01605114098
382	0.01603558519
383	0.01598795194
384	0.01594686951
385	0.01592966462
386	0.01584660434
387	0.01580614781
388	0.01575770763
389	0.01569842916
390	0.01555414689
391	0.01553026398
392	0.01552325527
393	0.01545054609
394	0.0154091411
395	0.01536653022
396	0.01533980634
397	0.01530159561
398	0.01525150464
399	0.01519378975
400	0.01518072022
401	0.01516251146
402	0.01514709182
403	0.01503421658
404	0.01494559208
405	0.01486553392
406	0.01485193048
407	0.01484158737
408	0.0148380511
409	0.01478340988
410	0.01475485183
411	0.01467897585
412	0.01462127005
413	0.01457289625
414	0.01456804182
415	0.01455029158
416	0.01450848957
417	0.0144839884
418	0.01444607325
419	0.01440803917
420	0.01436581082
421	0.01435050239
422	0.01434677042
423	0.01429262389
424	0.01427685124
425	0.01425475908
426	0.01423088512
427	0.01422057259
428	0.01419654129
429	0.01418783211
430	0.01416592868
431	0.01413626771
432	0.01410386734
433	0.01408214581
434	0.01405276985
435	0.01402886726
436	0.01398721656
437	0.01396945462
438	0.01391349824
439	0.01385729083
440	0.01385729466
441	0.0138190887
442	0.01380111754
443	0.01378068457
444	0.01372796199
445	0.01368765259
446	0.01367658443
447	0.01366741426
448	0.01363758412
449	0.01362435546
450	0.01355480162
451	0.01351969617
452	0.01350655216
453	0.01348003532
454	0.01345626665
455	0.01342830412
456	0.01341396081
457	0.0134099471
458	0.01340284235
459	0.01337444253
460	0.01333163607
461	0.0132521686
462	0.01323242047
463	0.01320313534
464	0.01315607565
465	0.01311828085
466	0.01308935262
467	0.01306408573
468	0.01305514912
469	0.01304675
470	0.01303777252
471	0.0130274818
472	0.01302114203
473	0.01301418132
474	0.0130017413
475	0.01298701979
476	0.01296572828
477	0.01292084854
478	0.01290070227
479	0.01287622144
480	0.01280828317
481	0.01278367638
482	0.0127666008
483	0.01275215885
484	0.0127397078
485	0.01272311251
486	0.01266349016
487	0.01263508312
488	0.01254423243
489	0.01253446889
490	0.01252816048
491	0.01249389294
492	0.01246428864
493	0.01243862699
494	0.0124048284
495	0.01239394203
496	0.01234803929
497	0.01231700932
498	0.01229037746
499	0.01225156323
500	0.01223764612
501	0.01216768331
502	0.01212634019
503	0.01209561156
504	0.01208825474
505	0.01206875852
506	0.0120451907
507	0.01197365099
508	0.01191373246
509	0.01187946419
510	0.0117690601
511	0.0117406911
512	0.01172310911
513	0.01172308967
514	0.0117155496
515	0.01169051859
516	0.01165431348
517	0.01160470739
518	0.01159130077
519	0.01156969642
520	0.0115529916
521	0.01155168946
522	0.01151323361
523	0.0114943905
524	0.01146951644
525	0.01145827283
526	0.01144958504
527	0.01139086747
528	0.01137768421
529	0.01134476353
530	0.01131287824
531	0.0111980341
532	0.01118343858
533	0.01117348001
534	0.0111305068
535	0.01109550476
536	0.01106411129
537	0.01103404183
538	0.01102179199
539	0.01098748033
540	0.01097134711
541	0.01092433856
542	0.01091388634
543	0.01084919157
544	0.01083897388
545	0.01081767238
546	0.01081765294
547	0.01080820034
